Translation,Target
"
Dry fenugreek leaves work like magic to prevent sunstroke. Soak dried fenugreek leaves in water, mix honey in that water and consume it every two hours.",Misinformation
Papaya lowers cholesterol levels.,Misinformation
Blood dysentery is a very big problem of the body. 5/7 drops of raw papaya paste should be mixed with 5/6 drops of water every morning. Bleeding will reduce after 2/3 days.,Misinformation
"If you have dysentery and stomach pain, mix 30 drops of raw papaya paste and 1 spoon of lime water and drink it with a little milk. Eating once will reduce stomach pain and reduce dysentery. Raw papaya gum has a strange power to get rid of dysentery.",Misinformation
"
Raw papaya works in proper blood supply to our body. Helps to eliminate the sodium accumulated in our body which is responsible for heart diseases.",Misinformation
"Filaria is a mosquito-borne disease. Papaya plant can be used to cure various symptoms of filariasis. Collect some papaya leaves and boil them well in hot water. Now if the leaves are baked in hot condition and baked regularly for a few days, the symptoms of filariasis will reduce a lot.",Misinformation
"To get rid of irregular menstruation
Consuming papaya will make your irregular periods regular. So those who have menstrual problems, can eat papaya regularly.""",Misinformation
"
Eating cinnamon powder reduces the level of bad cholesterol in the body by about 18 percent. And the sugar level is reduced by about 25 percent.",Misinformation
"
If this is the case, mix 30 drops of papaya gum with one spoon of sugar in one cup of water and mix well and eat the mixture 3 times a day. After 4/5 days the growth of liver will decrease, but after 5/6 days it is better to eat 2 days a week. By playing this way for 1 month, you will get good results.",Misinformation
"
Take 1 spoon of Thankuni leaf juice and 1 spoon of Shiuli leaf juice every morning to cure fever.",Misinformation
"A small amount of mango bark, 1 young pineapple leaf, raw turmeric juice, 4/5 of Thankuni tree with roots washed well and juiced together and consumed on an empty stomach is good for stomach pain. It is more effective in small children.",Misinformation
"1 poa mishri and half poa thankuni leaf juice mixed together in half a kg of milk and consumed every morning for 1 week improves gastric.
",Misinformation
"
Drinking 4 teaspoons of Thankuni leaf juice and 1 teaspoon of honey every morning in empty stomach for 7 days improves blood pollution.",Misinformation
"
In the case of those children who are slow to speak or unclear, 1 teaspoon of the juice of paddy kuni leaves is heated and when it is cooled, 20/25 drops of honey mixed with cold milk and fed for a few days cures the problem.",Misinformation
Taking 2 spoons of thankuni juice with little sugar gives immediate relief in cough. After 1 week you will be completely cured.,Misinformation
"Chewing 5/7 Thankuni leaves every morning for 7 days cures dysentery. Or, take two spoonfuls twice a day of the juice of Thankuni leaves mixed with sugar to cure dysentery.",Misinformation
"
Stomach ache is cured by eating Thankuni leaves mashed with hot rice.",Misinformation
"Every morning 1 spoon of thankuni juice, 5/6 drops of turmeric juice (for children's liver problems) with little sugar and honey for 1 month cures liver problems.
Sweetness: If the mouth is dirty, the sweetness is reduced, then 5-6 teaspoons of Thankuni leaf juice should be taken with milk. You will get benefits if you do it regularly. """,Misinformation
"
Boil the whole plant including the roots and wash the infected wounds with that water.",Misinformation
Mouth sores: Gargle with boiled water of thankuni leaves.,Misinformation
"if you have memory problems , mix half a cup of milk, juice of 2-3 leaves of Thankuni leaves and a teaspoon of honey.",Misinformation
"If the nose is blocked due to cold, if there is a cold, taking the fine powder of the roots and stems of Thankuni is beneficial.",Misinformation
"
If stomach upset, grind 10 leaves of tulsi with little cumin seeds and eat 3-4 times loose motion will stop.",Misinformation
"In case of fever, mix tulsi leaves, red pepper and misri in water and boil it well Or mix the three ingredients to make a pill Take the pill three to four times a day with water The fever will be cured soon",Misinformation
Chew 5-7 Tulsi leaves daily to increase intelligence and memory.”,Misinformation
Tulsi seeds become slippery when soaked in water. Mixing sugar in this water and drinking it like a sherbet is especially beneficial in burning pain caused by urination.,Misinformation
"A decoction of tulsi leaves, cardamom powder and a spoonful of sweetmeat can be consumed for as long as possible. It is very sensual. Drinking one inch of tulsi root every day cures impotence.",Misinformation
If any part of the body is burnt then apply Tulsi juice and coconut oil to reduce the burning sensation.The burnt area will dry up quickly There will be no stains,Misinformation
"The coronavirus that has spread worldwide, directly affects our respiratory and lungs. That's why it's very important to take care of your lungs",Valid Information
Some women who have been vaccinated are reporting that their menstruation has increased and menstruation times have changed.,Valid Information
"To many people, omicron will seem like the common cold. Many have reported dry throats, runny noses, joint pains, or headaches after exposure to Omicron.",Valid Information
